efficiencySum	efficiencyAvg	efficiencyMax	effectiveSizeSum	effectiveSizeAvg	effectiveSizeMax	constraintSum	constraintAvg	constraintMax	hierarchySum	hierarchyAvg	hierarchyMax	class
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	strong
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	strong
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	strong
8,450750404	0,5281719	1	155,3264624	9,707903898	84,15408715	9,476414559	0,59227591	1	6,773552194	0,423347012	1	strong
4,799148137	0,533238682	0,885832496	174,2878132	19,36531258	84,15408715	6,015309164	0,668367685	1,016729813	4,216069263	0,46845214	0,902435915	strong
3,337188411	0,667437682	1	110,7976015	22,1595203	84,15408715	2,817378453	0,563475691	1	3,092868568	0,618573714	1	strong
8,063594414	0,57597103	1	203,6215622	14,5443973	84,15408715	10,38443097	0,74174507	1,016729813	7,996128043	0,571152003	1	strong
1,219483533	0,609741767	0,885832496	85,15504026	42,57752013	84,15408715	1,370164499	0,68508225	1,016729813	1,562780226	0,781390113	0,902435915	strong
4,153316178	0,593330883	0,885832496	149,9084239	21,41548912	84,15408715	4,239734809	0,605676401	1,016729813	3,570053431	0,510007633	0,902435915	strong
3,819665142	0,636610857	0,885832496	148,9074708	24,81791179	84,15408715	3,223004996	0,537167499	0,781098914	2,667617516	0,444602919	0,662657174	strong
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	strong
6,001028157	0,666780906	1	161,8364133	17,9818237	84,15408715	5,870780312	0,652308924	1	5,380414286	0,59782381	1	strong
4,256049164	0,709341527	1	111,4315844	18,57193074	84,15408715	4,171319626	0,695219938	1	4,262945458	0,71049091	1	strong
4,387591131	0,626798733	1	148,6112487	21,23017839	84,15408715	4,656181495	0,665168785	1,016729813	4,509686652	0,64424095	1	strong
6,274549473	0,570413588	1	184,9156673	16,81051521	84,15408715	7,873748238	0,715795294	1	5,787522482	0,526138407	1	strong
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	strong
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	strong
5,073173721	0,724739103	1	157,1317522	22,44739317	84,15408715	5,158881163	0,736983023	1,016729813	5,51518721	0,787883887	1	strong
3,600124908	0,600020818	0,885832496	145,3882033	24,23136722	84,15408715	3,966244569	0,661040762	1,016729813	2,951045401	0,4918409	0,902435915	strong
3,548515241	0,709703048	1	152,0984896	30,41969791	84,15408715	3,566039101	0,71320782	1	3,848895246	0,769779049	1	strong
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	strong
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	strong
3,548515241	0,709703048	1	152,0984896	30,41969791	84,15408715	3,566039101	0,71320782	1	3,848895246	0,769779049	1	strong
4,3472879	0,86945758	1	151,5530976	30,31061953	84,15408715	3,157884435	0,631576887	1	3,887744419	0,777548884	1	strong
1,612306615	0,806153307	0,885832496	105,9483107	52,97415535	84,15408715	0,629801826	0,314900913	0,353434686	1,208343833	0,604171917	0,660344311	strong
7,070452	0,642768364	1	182,8530546	16,62300496	84,15408715	7,675332171	0,69775747	1	4,54626389	0,413296717	1	strong
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	strong
5,248554274	0,583172697	0,885832496	152,0989001	16,89987778	84,15408715	5,887417817	0,654157535	1,016729813	3,791108687	0,421234299	0,902435915	strong
7,805938937	0,709630812	1	157,8040508	14,3458228	84,15408715	8,390935241	0,762812295	1,016729813	6,059688163	0,550880742	1	strong
1,852273529	0,61742451	0,783986621	65,4611287	21,82037623	52,52710364	2,151370276	0,717123425	0,840319601	1,767887767	0,589295922	0,785197066	strong
3,680938937	0,736187787	1	151,5540508	30,31081015	84,15408715	3,174614248	0,63492285	1,016729813	3,790180333	0,758036067	1	strong
4,680938937	0,780156489	1	152,5540508	25,42567513	84,15408715	4,174614248	0,695769041	1,016729813	4,790180333	0,798363389	1	strong
2,314721628	0,578680407	0,885832496	87,34551645	21,83637911	84,15408715	3,017847507	0,754461877	1,016729813	1,783835483	0,445958871	0,902435915	strong
3,964080441	0,660680074	1	166,7712769	27,79521281	84,15408715	3,890550241	0,64842504	1	3,596487856	0,599414643	1	strong
2,169819118	0,723273039	0,885832496	137,6811908	45,89373026	84,15408715	1,563552122	0,521184041	0,738227244	1,378257593	0,459419198	0,662657174	strong
1,783986621	0,891993311	1	53,52710364	26,76355182	52,52710364	1,471890192	0,735945096	1	1,662657174	0,831328587	1	strong
3,548515241	0,709703048	1	152,0984896	30,41969791	84,15408715	3,566039101	0,71320782	1	3,848895246	0,769779049	1	strong
1,783986621	0,891993311	1	53,52710364	26,76355182	52,52710364	1,471890192	0,735945096	1	1,662657174	0,831328587	1	strong
3,548515241	0,709703048	1	152,0984896	30,41969791	84,15408715	3,566039101	0,71320782	1	3,848895246	0,769779049	1	strong
3,682037891	0,613672982	0,885832496	157,0686809	26,17811348	84,15408715	3,079329019	0,513221503	0,738227244	2,633749247	0,438958208	0,662657174	strong
1,852273529	0,61742451	0,783986621	65,4611287	21,82037623	52,52710364	2,151370276	0,717123425	0,840319601	1,767887767	0,589295922	0,785197066	strong
1,783986621	0,891993311	1	53,52710364	26,76355182	52,52710364	1,471890192	0,735945096	1	1,662657174	0,831328587	1	strong
3,548515241	0,709703048	1	152,0984896	30,41969791	84,15408715	3,566039101	0,71320782	1	3,848895246	0,769779049	1	strong
3,983996596	0,663999433	1	114,2040441	19,03400735	84,15408715	4,337769242	0,72296154	1	2,994729011	0,499121502	1	strong
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	strong
4,4722879	0,745381317	1	152,8030976	25,46718294	84,15408715	3,742683189	0,623780532	1	2,944659501	0,490776583	1	strong
5,161465378	0,645183172	1	128,0759509	16,00949387	84,15408715	5,618643225	0,702330403	1	3,826691634	0,478336454	1	strong
5,805938937	0,645104326	1	155,8040508	17,31156119	84,15408715	6,390935241	0,710103916	1,016729813	4,059688163	0,451076463	1	strong
5,161465378	0,645183172	1	128,0759509	16,00949387	84,15408715	5,618643225	0,702330403	1	3,826691634	0,478336454	1	strong
1,352273529	0,676136765	0,783986621	64,4611287	32,23056435	52,52710364	1,312209793	0,656104896	0,840319601	1,44785424	0,72392712	0,785197066	strong
