developers	commits	updates	class
3	9	4	strong
5	20	4	strong
3	78	2	strong
3	23	5	strong
3	30	2	strong
3	10	3	strong
2	14	4	strong
3	30	2	strong
3	32	1	strong
3	8	4	strong
3	10	3	strong
3	8	4	strong
3	57	1	strong
3	15	3	strong
3	15	3	strong
6	37	8	strong
3	5	2	strong
3	8	3	strong
3	31	2	strong
3	9	4	strong
3	8	3	strong
3	23	1	strong
3	9	4	strong
3	65	3	strong
3	9	2	strong
3	15	3	strong
3	8	2	strong
3	45	1	strong
3	6	1	strong
3	28	0	strong
3	16	3	strong
3	10	5	strong
6	57	6	strong
3	8	3	strong
3	6	2	strong
3	8	3	strong
3	10	3	strong
3	9	4	strong
3	9	4	strong
3	9	4	strong
3	8	2	strong
3	8	2	strong
3	9	4	strong
3	11	3	strong
3	35	2	strong
3	30	2	strong
2	6	1	strong
3	8	3	strong
3	8	4	strong
3	16	3	strong
3	6	1	strong
3	8	3	strong
3	42	1	strong
3	20	4	strong
3	9	4	strong
3	8	4	strong
3	73	4	strong
3	15	2	strong
3	7	1	strong
3	18	4	strong
3	26	8	strong
7	60	11	strong
3	8	3	strong
6	100	9	strong
3	9	4	strong
3	8	3	strong
3	30	2	strong
3	37	1	strong
3	8	1	strong
3	6	1	strong
3	7	1	strong
3	68	1	strong
3	10	2	strong
3	11	3	strong
3	6	1	strong
3	42	1	strong
5	35	3	strong
3	4	2	strong
3	8	4	strong
3	76	2	strong
3	9	4	strong
3	31	2	strong
3	15	3	strong
3	21	6	strong
3	66	1	strong
3	27	2	strong
3	7	1	strong
3	32	4	strong
3	8	4	strong
3	54	5	strong
3	9	4	strong
3	9	4	strong
3	8	2	strong
3	9	4	strong
3	9	4	strong
3	9	4	strong
3	6	1	strong
5	18	4	strong
3	10	5	strong
3	8	4	strong
8	79	6	strong
3	60	1	strong
2	23	7	strong
3	5	2	strong
3	10	3	strong
3	53	4	strong
3	30	2	strong
3	44	1	strong
3	30	1	strong
3	19	6	strong
3	8	2	strong
3	9	4	strong
3	6	1	strong
3	9	2	strong
3	22	8	strong
3	98	5	strong
3	10	1	strong
3	15	3	strong
3	6	1	strong
3	16	3	strong
3	8	4	strong
3	8	4	strong
3	9	4	strong
2	35	3	strong
3	10	3	strong
3	10	3	strong
3	16	3	strong
3	8	2	strong
3	75	3	strong
3	9	4	strong
3	9	4	strong
3	31	2	strong
3	33	2	strong
3	8	3	strong
3	8	2	strong
3	71	4	strong
3	15	3	strong
3	8	0	strong
3	6	1	strong
2	7	3	strong
3	8	3	strong
3	52	2	less
3	92	3	less
4	5	0	less
3	12	1	less
3	19	5	less
3	7	1	less
3	46	1	less
3	74	5	less
3	21	1	less
3	7	1	less
3	60	1	less
3	41	1	less
2	19	4	less
2	25	6	less
3	44	1	less
3	41	1	less
3	20	6	less
3	63	1	less
3	59	4	less
3	20	6	less
3	85	5	less
4	79	1	less
5	44	2	less
3	58	1	less
3	66	5	less
2	4	1	less
3	77	5	less
4	8	1	less
3	17	2	less
3	42	2	less
2	13	4	less
3	86	5	less
3	51	5	less
3	24	8	less
3	19	2	less
3	60	3	less
4	27	4	less
3	21	7	less
7	62	9	less
3	43	1	less
2	22	5	less
3	66	4	less
3	8	1	less
3	60	1	less
3	60	1	less
3	73	5	less
3	10	1	less
4	56	1	less
5	40	4	less
3	18	5	less
3	19	1	less
3	64	1	less
4	44	2	less
3	73	5	less
3	56	5	less
6	67	9	less
3	11	3	less
3	62	1	less
3	5	2	less
3	22	1	less
3	73	4	less
3	5	2	less
3	53	1	less
3	6	2	less
3	47	1	less
3	24	7	less
3	55	6	less
5	25	3	less
3	49	1	less
3	43	1	less
3	50	4	less
3	61	4	less
2	48	5	less
3	18	1	less
3	43	1	less
2	23	5	less
5	18	1	less
7	46	4	less
3	7	1	less
3	9	1	less
3	63	2	less
3	21	1	less
3	16	5	less
3	22	1	less
3	50	3	less
3	8	1	less
3	20	1	less
3	61	1	less
3	40	1	less
5	53	6	less
3	8	1	less
4	61	4	less
3	5	1	less
3	8	1	less
3	20	1	less
3	25	1	less
3	70	3	less
3	81	4	less
5	35	6	less
3	10	1	less
3	13	1	less
5	23	1	less
3	41	1	less
4	65	4	less
3	8	1	less
5	20	4	less
3	91	5	less
7	40	12	less
3	36	3	less
3	5	1	less
3	14	1	less
3	40	1	less
3	7	1	less
3	9	1	less
3	49	3	less
5	18	9	less
3	7	1	less
3	20	6	less
3	15	1	less
3	72	3	less
3	11	1	less
3	48	1	less
4	46	4	less
3	9	1	less
3	18	5	less
3	7	1	less
3	86	3	less
3	55	5	less
6	76	4	less
3	68	4	less
3	45	1	less
3	46	3	less
6	28	5	less
3	21	2	less
3	7	1	less
3	34	3	less
2	36	4	less
3	89	5	less
3	6	1	less
3	25	3	less
5	18	1	less
3	21	1	less
3	12	4	less
3	5	2	less
3	17	7	less
5	18	1	less
3	8	1	less
5	30	5	less
4	78	6	less
3	48	1	less
3	6	1	less
3	15	1	less
3	110	6	less
3	6	1	less
5	20	4	less
3	29	1	less
3	7	1	less
3	16	1	less
5	38	4	less
3	62	1	less
7	40	2	less
5	64	3	less
5	49	3	less
4	10	3	less
3	36	4	less
3	19	1	less
5	18	1	less
3	19	2	less
3	13	1	less
3	7	1	less
5	23	1	less
5	35	6	less
3	6	1	less
7	54	5	less
3	15	1	less
3	5	1	less
3	47	3	less
3	43	1	less
3	18	1	less
3	53	3	less
3	18	4	less
3	8	1	less
5	23	1	less
3	43	1	less
6	58	6	less
3	48	3	less
3	24	1	less
3	4	2	less
3	21	6	less
2	11	5	less
3	118	4	less
3	42	1	less
3	11	1	less
3	43	1	less
5	18	9	less
3	62	5	less
5	23	3	less
3	57	4	less
3	15	1	less
3	14	1	less
3	6	1	less
3	19	6	less
5	23	3	less
3	31	2	less
3	15	1	less
5	20	4	less
3	21	6	less
3	41	1	less
2	35	3	less
3	47	1	less
3	35	4	less
3	45	3	less
3	16	1	less
3	43	2	less
3	36	1	less
3	22	1	less
3	20	6	less
4	33	7	less
4	87	4	less
3	6	1	less
3	74	4	less
3	8	1	less
3	17	1	less
3	44	2	less
4	46	4	less
5	23	3	less
4	22	7	less
3	105	6	less
3	51	3	less
3	62	1	less
3	67	5	less
3	63	3	less
5	18	1	less
3	22	1	less
3	91	4	less
5	35	6	less
3	62	3	less
5	18	9	less
3	9	1	less
3	59	2	less
3	17	1	less
5	18	1	less
3	10	1	less
3	78	4	less
5	39	3	less
3	48	5	less
3	16	1	less
3	59	3	less
3	18	1	less
3	8	1	less
3	12	3	less
3	18	1	less
5	18	1	less
3	44	1	less
3	50	2	less
5	18	1	less
3	17	1	less
3	20	8	less
3	23	5	less
3	49	2	less
3	17	4	less
3	6	1	less
3	24	1	less
3	4	1	less
3	23	8	less
3	45	1	less
3	70	2	less
3	61	1	less
2	32	4	less
3	5	1	less
3	58	4	less
5	18	1	less
3	14	4	less
3	53	6	less
3	57	1	less
3	99	5	less
2	48	3	less
2	24	5	less
3	71	5	less
2	22	2	less
4	9	0	less
3	6	1	less
3	43	3	less
3	76	3	less
5	77	5	less
3	62	1	less
5	84	6	less
3	50	5	less
3	64	2	less
2	15	4	less
3	61	1	less
2	48	2	less
3	8	3	less
3	59	4	less
3	15	1	less
2	19	4	less
7	47	0	less
2	20	4	less
3	41	2	less
3	14	2	less
3	18	3	less
3	38	1	less
4	51	4	less
5	23	6	less
3	45	1	less
3	30	3	less
3	81	4	less
3	20	3	less
2	51	4	less
3	59	0	less
3	17	1	less
2	13	3	less
3	15	3	less
3	56	2	less
3	73	5	less
3	14	1	less
3	37	2	less
3	15	2	less
3	21	1	less
3	15	1	less
2	70	4	less
3	18	1	less
3	77	4	less
3	64	4	less
3	42	4	less
4	65	5	less
3	23	3	less
3	21	1	less
3	63	5	less
4	55	5	less
3	37	4	less
6	122	9	less
3	8	3	less
3	59	3	less
3	27	1	less
3	20	1	less
3	9	1	less
3	17	3	less
3	45	3	less
2	40	5	less
3	75	4	less
2	52	3	less
3	60	4	less
3	8	3	less
3	20	5	less
3	32	3	less
3	8	2	less
3	33	5	less
5	67	5	less
3	15	3	less
3	43	1	less
3	17	1	less
3	42	3	less
7	65	5	less
3	51	3	less
3	42	1	less
3	31	4	less
2	14	3	less
3	55	3	less
3	14	1	less
3	38	4	less
3	34	2	less
6	69	6	less
3	6	1	less
3	61	1	less
3	36	4	less
3	11	1	less
3	24	7	less
3	8	3	less
3	23	1	less
3	27	3	less
5	48	3	less
3	48	3	less
3	25	1	less
2	10	1	less
3	29	1	less
3	48	2	less
2	62	1	less
4	10	1	less
2	26	3	less
3	38	3	less
6	60	3	less
3	8	1	less
3	10	1	less
5	32	3	less
3	15	1	less
3	9	3	less
4	74	4	less
2	42	2	less
6	32	4	less
2	48	5	less
3	47	2	less
3	75	6	less
3	15	2	less
3	43	3	less
3	52	3	less
3	21	1	less
3	15	3	less
2	17	3	less
5	62	4	less
3	22	1	less
3	10	3	less
4	70	7	less
2	89	9	less
2	20	2	less
3	62	4	less
3	57	4	less
3	36	3	less
3	79	4	less
3	83	4	less
3	52	6	less
3	63	1	less
3	17	6	less
3	9	3	less
4	61	1	less
5	31	5	less
3	40	1	less
3	40	3	less
3	49	2	less
3	16	2	less
3	8	3	less
3	51	2	less
3	59	1	less
3	89	5	less
3	64	3	less
3	10	1	less
3	20	1	less
13	83	6	less
3	24	1	less
3	6	1	less
3	16	3	less
3	8	3	less
3	9	1	less
3	18	2	less
2	3	0	less
3	28	3	less
3	44	3	less
3	49	4	less
3	40	2	less
4	56	4	less
3	34	3	less
3	19	1	less
3	47	1	less
3	27	7	less
2	15	4	less
4	43	6	less
3	18	7	less
3	24	1	less
3	25	0	less
3	30	2	less
3	22	7	less
3	82	4	less
2	17	6	less
3	16	1	less
3	9	3	less
3	76	5	less
3	51	3	less
3	40	4	less
3	63	4	less
3	60	4	less
4	52	5	less
3	14	1	less
3	19	3	less
3	14	3	less
3	40	1	less
2	8	4	less
3	22	1	less
3	21	1	less
3	9	1	less
3	44	2	less
3	5	1	less
4	56	0	less
3	60	4	less
3	51	4	less
3	36	2	less
5	53	5	less
3	8	3	less
3	58	4	less
3	17	2	less
3	17	1	less
3	20	1	less
3	71	3	less
3	104	4	less
3	67	3	less
3	82	4	less
