efficiencySum	efficiencyAvg	efficiencyMax	effectiveSizeSum	effectiveSizeAvg	effectiveSizeMax	constraintSum	constraintAvg	constraintMax	hierarchySum	hierarchyAvg	hierarchyMax	developers	commits	updates	class
6,634823307	0,603165755	1	141,5916281	12,87196619	84,15408715	7,685979192	0,698725381	1,016729813	5,374046589	0,48854969	1	11	215	23	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	93	14	less
5,495116415	0,610568491	1	129,076904	14,34187823	84,15408715	6,635373038	0,737263671	1,016729813	4,729127549	0,525458617	1	9	171	24	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	136	16	less
3,219483533	0,643896707	1	88,15504026	17,63100805	84,15408715	4,001686738	0,800337348	1,016729813	2,775372973	0,555074595	1	5	171	25	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	65	13	less
6,945452	0,6945452	1	181,6030546	18,16030546	84,15408715	7,090533417	0,709053342	1	5,489348808	0,548934881	1	10	179	29	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	73	10	less
4,063301278	0,67721688	1	101,025994	16,83766567	84,15408715	4,265830908	0,710971818	1	2,704899682	0,450816614	1	6	101	12	less
3,738106025	0,623017671	0,885832496	151,6152158	25,26920264	84,15408715	4,136327202	0,689387867	0,840319601	2,640824826	0,440137471	0,785197066	6	98	41	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	117	16	less
4,4722879	0,745381317	1	152,8030976	25,46718294	84,15408715	3,742683189	0,623780532	1	2,944659501	0,490776583	1	6	97	19	less
1,783986621	0,891993311	1	53,52710364	26,76355182	52,52710364	1,471890192	0,735945096	1	1,662657174	0,831328587	1	2	155	21	less
